43.00,62.50,-58.04,-14.46,2632.93,13.00
43.00,64.00,-250.29,64.29,1628.11,201.04
44.00,128.00,-138.29,-119.71,2621.71,11.00
40.00,-4.63,-9.57,143.41,1499.36,215.80
43.00,136.57,-275.40,-29.19,2789.94,11.00
43.00,-144.00,218.29,106.71,1628.79,198.54
45.00,-48.00,152.00,-37.00,2622.30,10.00
35.00,-372.00,246.86,307.83,1677.01,323.39
37.00,120.00,-93.43,-226.90,3397.19,17.00
36.00,-114.00,204.43,173.88,1602.20,269.64
37.00,144.00,-141.43,-12.14,3208.00,14.00
37.00,54.40,-145.88,-66.33,1864.34,259.11
38.00,138.89,-169.94,-169.42,3198.02,13.00
34.00,-671.28,1018.00,6.43,1463.51,484.01
45.00,850.57,-1251.94,84.11,3008.05,25.00
45.00,-54.00,50.14,199.93,1811.54,333.15
85.00,552.00,-627.00,-153.83,2688.62,17.00
45.00,-129.63,213.64,205.20,1810.79,305.01
84.00,108.80,-208.73,6.44,2689.17,16.00
84.00,213.33,-473.14,167.81,2098.06,197.96
85.00,160.00,-182.86,-115.14,2595.54,10.00
83.00,-162.00,27.43,178.29,2052.49,242.95
84.00,444.00,-658.71,33.88,2777.00,13.00
45.00,-246.00,329.14,156.48,1809.80,263.38
83.00,18.00,61.71,7.64,2692.79,14.00
37.00,352.00,-513.14,417.14,1866.26,324.71
78.00,-42.67,-75.43,-69.90,3196.57,17.00
78.00,-303.24,664.24,-432.27,2121.88,281.91
83.00,212.96,-377.48,-67.55,3009.96,15.00
78.00,-390.64,536.37,94.10,2122.75,273.76
86.00,480.72,-645.54,151.67,3009.74,14.00
78.00,-225.69,550.15,-136.72,2122.85,255.45
87.00,56.71,-112.30,-85.40,3009.53,13.00
77.00,-18.00,-252.00,292.14,2337.46,294.33
86.00,426.00,-552.43,-99.33,3222.90,15.00
76.00,-192.00,450.29,-230.29,2311.09,216.28
77.00,208.00,-394.29,5.29,3403.81,11.00
76.00,256.00,-334.86,340.86,2309.74,263.62
79.00,37.33,-102.86,46.52,3403.24,14.00
79.00,-234.67,288.00,10.67,2572.40,243.70
80.00,101.33,-198.86,-129.48,3384.04,13.00
77.00,65.83,0.13,165.90,2344.57,288.25
79.00,-59.77,32.77,187.75,3221.62,15.00
79.00,-243.39,394.25,131.15,2569.66,284.67
81.00,-6.06,-46.61,67.72,3385.39,15.00
80.00,78.00,-207.43,347.62,2635.06,326.97
81.00,-156.00,198.43,197.69,3158.57,17.00
86.00,-19.92,41.55,206.40,2361.40,237.91
88.00,59.77,-184.44,83.92,2992.21,12.00
80.00,-240.74,382.09,-189.77,2637.17,219.62
88.00,144.68,-158.53,-191.34,3155.56,11.00
87.00,-21.99,87.45,165.77,2310.81,250.86
89.00,-173.61,255.95,-172.10,2868.95,13.00
87.00,162.00,-42.86,22.71,2312.15,302.98
90.00,258.00,-356.57,-141.02,2865.74,16.00
89.00,96.06,-44.99,-141.75,2541.55,180.44
90.00,23.15,34.03,-206.78,2777.80,10.00
89.00,-162.00,222.00,210.43,2541.01,273.87
92.00,144.00,-174.00,14.86,2777.98,14.00
88.00,-175.83,105.08,299.07,2588.17,313.07
92.00,207.88,-383.57,-13.42,2952.30,16.00
90.00,-347.33,372.83,334.82,2449.17,402.95
92.00,-136.85,351.11,-82.47,2630.94,21.00
90.00,-106.67,253.71,-7.05,2450.71,196.13
93.00,32.00,-65.14,-98.86,2628.66,10.00
93.00,-85.33,109.71,167.62,2591.31,213.79
94.00,58.67,-19.43,43.76,2497.87,11.00
93.00,-138.67,301.71,-61.05,2591.11,192.42
96.00,170.67,-197.71,-118.95,2496.29,10.00
93.00,-138.89,298.96,158.98,2591.73,330.85
95.00,47.45,10.52,-123.41,2497.61,17.00
217.00,234.73,-532.34,667.90,5285.86,439.39
218.00,-239.93,589.43,-181.78,3065.80,22.00
119.00,219.14,-345.63,380.65,3188.75,255.60
120.00,-6.06,55.47,-67.03,3349.56,13.00
120.00,-82.29,201.01,160.32,3439.31,332.23
123.00,-116.93,270.77,-317.42,3336.79,17.00
121.00,-288.00,525.86,117.29,3373.75,382.63
123.00,-162.00,150.43,132.86,3050.64,20.00
121.00,-48.00,75.43,-98.43,3369.13,195.52
125.00,-48.00,-19.43,-113.57,3048.07,10.00
124.00,-140.05,185.96,187.93,3064.36,245.01
125.00,-153.94,320.63,-129.52,2830.37,13.00
124.00,-96.00,159.86,90.24,3064.15,202.59
126.00,42.00,-80.57,-93.02,2831.21,11.00
126.00,102.00,-61.29,-82.40,3220.30,220.85
127.00,78.00,-135.43,-151.45,2699.60,12.00
95.00,-249.45,172.64,341.04,2911.72,313.27
127.00,-169.77,450.65,-221.61,2430.86,16.00
95.00,103.07,-146.44,439.76,2911.22,430.23
133.00,-138.59,141.96,-167.86,2429.58,22.00
133.00,48.00,-277.71,70.17,3307.92,242.47
134.00,42.00,93.00,-248.38,2267.50,13.00
133.00,-187.47,429.44,21.73,3310.55,303.03
137.00,55.16,-33.43,-151.71,2269.29,16.00
137.00,-317.20,-173.07,331.32,3573.63,423.75
138.00,597.33,-754.56,13.23,2133.18,22.00
135.00,96.00,-1.71,263.98,3047.92,374.39
138.00,-180.00,435.00,-266.93,1998.88,19.00
105.00,232.64,-636.46,484.41,2967.20,290.14
135.00,74.07,-53.08,207.41,1773.87,15.00
138.00,53.33,-58.29,224.95,3404.71,248.39
143.00,-202.67,320.00,-227.33,1990.80,13.00
183.00,622.69,-775.55,81.75,4377.02,274.38
191.00,408.56,-746.33,142.80,1963.02,14.00
183.00,-97.22,165.92,110.35,4377.65,214.31
186.00,172.45,-321.63,38.02,1968.18,11.00
186.00,-346.46,613.32,47.93,4560.86,337.77
189.00,-93.55,276.23,-239.08,1861.86,17.00
189.00,-240.00,365.14,145.88,4874.35,310.80
225.00,216.00,-377.14,294.86,1802.48,16.00
225.00,336.16,-360.80,243.36,5143.33,336.30
235.00,491.74,-645.56,-51.11,1938.56,17.00
231.00,90.67,-157.71,-117.95,5546.99,214.41
235.00,144.00,-224.00,-27.00,1833.90,11.00
225.00,61.50,-155.83,493.68,5147.49,425.71
231.00,394.97,-707.37,214.58,1932.74,22.00
230.00,258.00,-766.71,581.55,5472.56,293.37
231.00,18.00,-97.29,-113.43,2025.31,15.00
225.00,-74.49,-385.56,570.49,5142.61,372.91
227.00,-314.42,521.50,5.08,1937.67,19.00
227.00,-60.19,11.26,265.75,5258.55,250.70
230.00,209.49,-317.36,-11.22,2142.79,13.00
224.00,8.10,-78.22,286.51,5043.16,252.26
227.00,-5.79,147.52,-259.15,2263.89,13.00
224.00,370.37,-664.93,535.20,5041.93,258.82
226.00,42.82,6.75,29.20,2264.58,13.00
226.00,-168.00,295.29,132.95,5284.89,307.78
229.00,246.00,-365.14,-42.26,2346.81,16.00
228.00,36.00,428.14,-490.86,5568.75,322.24
229.00,42.00,-122.57,-104.17,2368.52,17.00
226.00,380.79,-556.00,461.92,5282.00,290.81
228.00,104.17,-73.21,-5.95,2343.57,15.00
177.00,-175.93,189.34,295.00,4972.69,373.44
226.00,-430.56,702.98,-457.66,2528.90,19.00
177.00,-119.21,-41.72,15.49,4972.15,258.82
187.00,41.67,60.71,-266.67,2527.57,13.00
175.00,-120.37,118.50,223.38,4604.64,237.21
187.00,115.74,-133.43,-64.61,2447.01,12.00
175.00,-112.27,314.83,-416.09,4605.62,235.34
180.00,1.16,-45.04,-39.49,2445.58,12.00
180.00,-192.00,301.71,86.40,4391.70,239.67
184.00,36.00,31.29,-195.36,2364.31,12.00
175.00,-126.16,105.31,2.79,4604.67,219.96
184.00,253.47,-429.76,-35.26,2447.17,11.00
181.00,120.44,-104.43,254.94,4324.51,327.04
184.00,-471.64,478.90,72.14,2140.47,17.00
181.00,127.33,-365.99,114.54,4311.81,228.57
182.00,-161.11,240.49,-245.42,2150.85,12.00
182.00,-311.34,575.94,-74.40,4190.26,206.69
183.00,-71.76,170.14,-116.40,1983.01,11.00
181.00,-90.00,55.29,98.93,4314.54,198.65
183.00,138.00,-224.57,-94.12,2145.76,10.00
183.00,-348.00,471.00,71.95,4380.44,239.12
185.00,228.00,-441.86,318.45,1964.69,12.00
185.00,-72.00,-11.14,310.36,4572.56,256.29
188.00,-48.00,203.57,-86.02,2070.93,13.00
184.00,211.81,-376.64,376.86,4589.13,236.18
188.00,74.07,-64.68,-107.41,2233.37,12.00
188.00,161.11,-443.20,518.79,4799.73,358.90
224.00,-757.89,1421.21,-536.81,2138.24,18.00
177.00,-312.00,489.43,33.88,4975.75,276.01
219.00,24.00,-68.57,213.05,2528.24,14.00
176.00,24.31,-103.42,353.28,4907.99,288.90
219.00,231.48,-368.65,63.28,2769.59,15.00
174.00,78.70,-182.79,371.15,4643.50,285.76
176.00,39.35,-114.38,176.06,2669.77,15.00
174.00,-17.24,2.45,342.99,4638.26,358.56
177.00,36.63,-91.66,-87.90,2666.22,18.00
219.00,-60.63,211.99,124.60,5181.69,307.42
223.00,13.86,-6.79,-137.39,2694.41,16.00
222.00,146.99,-134.77,-199.88,5649.26,231.85
223.00,35.88,-72.12,-92.61,2696.32,12.00
221.00,79.86,-114.43,271.12,5411.44,246.74
222.00,-111.11,265.77,-195.85,2738.31,13.00
219.00,108.80,-170.78,290.64,5183.50,232.41
221.00,-40.51,51.39,30.03,2696.29,12.00
220.00,387.45,-77.41,-324.74,5437.60,349.25
221.00,237.47,-222.04,-197.05,2922.26,18.00
217.00,90.00,-138.86,184.14,5287.11,208.77
220.00,246.00,-321.86,-72.05,3065.21,11.00
214.00,132.00,-331.71,468.69,5021.08,274.57
217.00,12.00,-8.57,49.10,3012.19,14.00
168.00,131.94,-55.51,46.89,4897.65,248.39
214.00,341.44,-331.35,-164.41,3170.77,13.00
168.00,160.00,-292.57,342.57,4895.43,257.11
213.00,-373.33,564.57,-73.24,3172.17,13.00
213.00,153.94,-317.51,301.39,5105.88,198.15
215.00,-237.27,354.56,8.46,3289.94,10.00
213.00,270.83,-361.16,357.47,5104.11,269.30
216.00,50.93,-82.64,-0.99,3287.85,14.00
215.00,354.17,-303.12,77.53,5243.46,244.40
216.00,215.28,-274.70,-99.38,3414.83,13.00
216.00,-176.00,116.57,-23.57,5372.07,235.88
217.00,213.33,-224.00,-177.33,3256.80,12.00
216.00,-677.08,1004.91,-44.61,5374.46,300.95
218.00,-32.41,145.93,-134.08,3254.42,16.00
166.00,-16.38,41.40,329.51,4751.86,364.95
213.00,125.41,-283.15,93.43,3348.85,19.00
164.00,-702.00,987.75,-36.75,4500.50,270.80
166.00,-184.50,288.00,-48.50,3300.00,14.00
164.00,-216.00,96.86,-26.36,4499.06,279.37
165.00,324.00,-457.29,-65.79,3301.67,14.00
164.00,31.50,11.25,36.25,4500.50,166.94
251.00,-99.00,144.00,98.00,3300.00,9.00
165.00,-329.86,591.22,7.09,4357.13,290.29
167.00,86.81,4.17,-134.66,3099.60,15.00
167.00,-445.63,549.10,167.42,4621.71,347.16
168.00,-328.84,729.93,-287.07,3057.51,18.00
167.00,-72.00,123.75,-88.75,4622.50,229.48
173.00,711.00,-1107.00,203.00,3056.00,12.00
173.00,-378.00,715.29,-15.64,4588.77,357.81
176.00,96.00,6.00,-193.52,2863.02,18.00
172.00,-558.00,866.25,-63.25,4340.50,254.24
173.00,-99.00,180.00,-31.00,2813.00,13.00
172.00,-87.48,298.06,89.49,4340.55,335.98
174.00,37.24,-51.49,-129.72,2808.98,17.00
171.00,-677.34,1288.13,-392.93,4124.07,394.32
172.00,-63.23,-40.20,347.97,2568.06,20.00
131.00,-733.52,1202.45,-68.66,3719.99,446.98
171.00,-80.16,76.26,-164.16,2731.73,23.00
129.00,-324.00,538.71,-50.57,3551.25,226.43
131.00,138.00,-184.29,182.31,2599.00,12.00
129.00,-330.00,717.00,-84.98,3553.25,346.11
132.00,276.00,-232.29,-104.24,2594.36,18.00
132.00,-26.62,36.36,260.70,3852.14,280.63
171.00,127.31,-81.15,-12.91,2536.02,15.00
171.00,-90.28,1.93,-9.28,4122.35,269.71
178.00,-140.05,112.30,-219.12,2568.90,14.00
132.00,-424.42,921.00,-324.57,3853.49,357.91
178.00,514.50,-609.58,-114.92,2532.67,18.00
132.00,366.00,-489.43,-86.38,3850.04,274.89
136.00,24.00,24.00,-216.38,2535.52,14.00
133.00,-720.00,1238.14,-187.43,3314.04,375.95
136.00,-324.00,378.43,43.50,2267.52,19.00
129.00,69.33,51.43,-31.76,3552.53,260.41
136.00,-90.67,144.00,-284.33,2596.70,14.00
127.00,-120.00,259.29,-10.52,3180.35,260.64
133.00,168.00,-240.86,-148.81,2490.24,14.00
125.00,-42.67,124.57,152.10,3299.37,239.02
128.00,32.00,-101.71,101.71,2868.09,12.00
128.00,-112.27,142.51,212.66,3532.27,261.86
130.00,-75.23,162.40,4.93,2900.56,14.00
128.00,-44.17,-88.91,317.46,3532.14,274.44
131.00,-50.24,-59.39,-57.11,2899.12,14.00
131.00,-277.12,407.57,192.29,3716.78,343.40
170.00,-214.20,479.63,-219.76,2736.25,18.00
130.00,-91.81,207.43,148.76,3778.14,348.78
170.00,-46.77,176.91,-345.00,2994.18,18.00
169.00,162.04,-306.89,21.21,4164.15,221.44
170.00,-150.46,348.91,-363.53,2946.47,12.00
163.00,173.61,-248.36,195.94,4042.51,245.48
169.00,325.23,-490.08,-35.11,3145.52,13.00
130.00,309.44,-744.61,697.21,3776.19,360.36
163.00,-103.43,398.68,-142.04,2993.58,19.00
123.00,-37.33,136.00,-49.67,3727.70,192.87
130.00,-69.33,166.86,-276.52,3171.96,10.00
123.00,60.00,-104.14,358.19,3726.44,326.88
163.00,-78.00,273.43,-221.83,3172.50,17.00
163.00,276.00,-540.00,574.40,4041.58,314.18
165.00,12.00,-21.00,-38.98,3145.86,16.00
120.00,-157.02,126.26,408.43,3432.28,403.74
122.00,-491.93,795.37,-211.49,3329.23,21.00
122.00,211.93,-195.63,363.14,3820.62,399.66
162.00,322.65,-348.89,-38.62,3417.97,20.00
162.00,-126.00,174.43,254.21,4196.37,346.07
164.00,0.00,277.29,-331.50,3354.19,18.00
159.00,-8.10,55.90,-55.62,3516.91,219.50
160.00,-85.65,118.65,-251.26,453.98,11.00
157.00,336.00,-446.57,334.74,3252.46,282.58
158.00,18.00,18.86,131.07,435.55,15.00
158.00,106.67,-101.71,37.05,3473.49,156.68
159.00,-154.67,186.29,-180.62,604.59,8.00
149.00,420.00,-713.14,476.98,3065.82,290.82
157.00,96.00,-309.43,25.05,623.36,15.00
149.00,305.56,-644.49,588.46,3064.92,297.57
151.00,237.27,-427.78,351.18,622.91,15.00
151.00,-18.52,113.94,62.83,3315.19,239.86
158.00,-112.27,91.17,-158.15,784.16,12.00
148.00,-231.27,643.81,-194.46,3093.37,364.38
151.00,327.41,-332.45,-201.25,994.06,19.00
148.00,186.67,-227.43,295.76,3094.07,260.32
150.00,138.67,-262.86,158.19,991.14,14.00
150.00,134.26,-240.23,71.13,3348.24,244.70
151.00,-10.42,-48.21,-181.01,1022.64,13.00
159.00,160.00,-257.14,349.14,3514.86,255.09
161.00,-144.00,195.43,-30.43,455.13,13.00
154.00,718.75,-1163.84,229.02,3696.11,331.31
158.00,273.15,-429.37,-61.24,823.44,17.00
161.00,245.33,-347.43,532.10,3765.77,436.52
205.00,229.33,-341.71,179.38,475.99,22.00
156.00,195.60,-180.90,193.83,3986.23,236.46
205.00,26.62,-7.34,-121.14,645.61,12.00
154.00,246.00,-303.43,324.38,3689.92,275.55
155.00,54.00,42.00,-109.50,823.40,14.00
155.00,70.60,-192.51,151.87,3958.31,173.92
156.00,-2.31,24.90,-187.27,811.20,9.00
205.00,202.55,-246.68,272.42,4195.64,253.78
207.00,-138.89,214.58,-185.93,544.12,13.00
206.00,-270.00,516.86,49.29,4125.04,321.51
207.00,-204.00,462.86,-196.48,367.02,17.00
200.00,6.00,218.14,-334.17,4304.99,296.66
205.00,-12.00,-37.29,-193.74,788.98,15.00
200.00,-42.00,37.29,200.60,4309.92,253.46
202.00,228.00,-456.43,88.31,791.74,13.00
202.00,158.51,-500.84,264.63,4507.52,271.56
207.00,-130.79,212.81,-296.28,648.88,14.00
207.00,4.63,43.50,-0.20,4425.92,224.57
208.00,55.56,0.60,-271.63,432.10,12.00
207.00,30.00,-79.71,349.24,4425.13,316.10
210.00,-258.00,429.00,-257.33,432.00,16.00
208.00,-108.27,136.16,222.24,4471.69,307.47
210.00,152.44,3.50,-31.28,215.33,16.00
210.00,300.00,-579.86,333.38,4726.35,263.45
211.00,174.00,-293.57,-115.90,343.79,14.00
210.00,260.42,-443.30,423.24,4728.46,251.46
212.00,107.64,-69.94,13.61,346.38,13.00
209.00,36.00,-154.71,-29.29,4876.44,310.55
210.00,-126.00,177.86,-320.29,614.81,16.00
209.00,240.00,-252.43,348.90,4874.56,412.06
246.00,-102.00,298.71,-414.10,614.50,21.00
212.00,142.36,-158.18,261.66,4963.80,245.99
246.00,31.25,-72.32,40.71,396.29,13.00
246.00,192.00,-462.86,229.02,5209.06,230.12
252.00,156.00,-323.14,-26.90,401.07,12.00
246.00,-70.66,46.16,454.99,5208.19,481.77
248.00,355.15,-826.05,363.23,393.98,25.00
246.00,90.00,-168.43,273.07,5208.18,262.59
247.00,186.00,-244.71,232.76,396.74,14.00
248.00,72.76,81.32,74.71,5641.19,465.06
249.00,-208.74,-143.34,654.89,275.02,24.00
247.00,-422.98,562.99,312.72,5402.75,460.79
249.00,328.25,-518.15,206.37,573.34,24.00
245.00,-141.79,243.92,196.69,5560.25,337.73
249.00,406.84,-463.98,-44.97,695.72,17.00
245.00,75.23,-70.88,-158.59,5562.05,197.75
247.00,160.88,-291.77,15.61,687.75,10.00
243.00,-6.00,-78.86,304.38,5339.32,292.30
245.00,366.00,-498.00,-48.02,871.38,15.00
244.00,322.92,-499.55,97.71,5639.11,249.86
245.00,241.90,-419.54,-50.89,917.87,13.00
242.00,-354.59,409.77,248.78,5338.43,414.80
244.00,187.77,-605.05,233.45,1098.00,21.00
239.00,117.80,-20.66,194.40,5040.64,319.28
242.00,97.01,77.90,-186.64,1108.03,16.00
239.00,294.00,-424.71,69.26,5040.42,237.57
240.00,144.00,-183.43,-181.86,1109.02,12.00
240.00,-425.53,555.77,222.98,4980.96,400.00
243.00,117.25,-460.60,326.70,884.15,21.00
240.00,-765.05,1500.25,-680.64,4989.08,295.72
241.00,231.48,-324.01,-63.51,890.44,15.00
204.00,-534.00,855.43,-52.81,4768.54,313.39
241.00,552.00,-682.71,96.02,770.95,16.00
204.00,-366.00,564.43,-89.12,4764.77,203.50
209.00,144.00,-130.29,-170.71,773.55,11.00
201.00,-144.00,83.14,-1.36,4568.08,290.47
202.00,156.00,-206.14,-219.55,916.14,15.00
201.00,-132.00,306.00,22.88,4571.70,253.50
204.00,210.00,-271.29,-84.76,916.52,13.00
201.00,144.68,0.84,265.00,4567.46,411.13
240.00,-56.71,84.62,-56.92,918.11,21.00
201.00,-60.00,-67.29,345.52,4566.46,289.51
203.00,48.00,-25.29,148.60,916.40,15.00
203.00,-224.54,282.79,196.83,4785.92,263.66
239.00,187.50,-233.93,69.29,1087.71,14.00
237.00,282.00,-585.86,116.60,5523.58,435.28
242.00,366.00,-644.57,-104.60,1480.02,22.00
237.00,126.00,-197.57,277.21,5523.85,277.27
238.00,120.00,-231.86,-68.55,1480.29,14.00
236.00,-390.00,508.29,-199.95,5605.32,275.71
237.00,216.00,-322.29,-135.86,1725.88,14.00
236.00,-419.58,258.28,287.91,5591.49,509.20
238.00,337.22,-663.52,-97.51,1722.52,26.00
233.00,-246.00,501.43,110.19,5155.15,369.49
237.00,54.00,-63.86,-41.14,1533.02,19.00
233.00,114.58,-128.12,-90.39,5154.96,233.59
234.00,197.92,-347.32,-55.95,1532.29,12.00
234.00,49.77,-91.62,29.67,5053.66,218.50
239.00,104.17,-243.75,-78.27,1327.93,11.00
197.00,-240.74,359.77,157.56,4774.53,277.45
234.00,-49.77,101.88,-59.93,1335.87,14.00
197.00,-91.81,292.01,-193.49,4779.31,266.79
203.00,88.35,-115.02,-223.58,1337.38,14.00
199.00,24.00,6.43,236.19,4302.01,276.32
201.00,60.00,-105.86,-26.45,990.10,14.00
199.00,-210.00,342.43,-125.88,4304.11,209.58
200.00,0.00,49.71,-253.71,993.33,11.00
193.00,-25.12,-83.66,69.32,4344.64,230.65
199.00,-42.44,203.37,-371.11,1198.42,12.00
195.00,-32.91,84.08,207.99,4518.01,272.87
197.00,124.73,-83.26,-94.83,1388.02,14.00
193.00,-78.00,102.00,150.81,4342.23,268.21
195.00,-270.00,263.57,194.57,1198.57,14.00
192.00,-312.00,683.14,-251.55,4397.80,210.19
195.00,-42.00,160.71,-208.90,1482.81,11.00
155.00,-222.00,195.86,150.74,3958.08,262.61
198.00,-240.00,300.86,155.52,806.17,14.00
198.00,32.00,-50.29,236.29,4083.91,224.13
199.00,-160.00,283.43,-157.43,1026.03,12.00
153.00,-148.15,116.42,-122.95,3845.23,203.23
154.00,141.20,-278.77,13.92,946.40,11.00
153.00,-42.00,-3.43,283.52,3846.01,254.61
198.00,108.00,-129.43,102.00,947.38,13.00
152.00,21.33,-65.14,49.81,3839.46,147.71
153.00,-42.67,-12.57,-90.76,1092.03,8.00
150.00,-717.18,1095.90,107.88,3351.20,506.93
